date,key,value
1998-03-01,21049118,1
1998-04-01,21049118,0
1998-05-01,21049118,0
1998-06-01,21049118,0
1998-07-01,21049118,1
1998-08-01,21049118,1
1998-09-01,21049118,0
1998-10-01,21049118,0
1998-11-01,21049118,0
1998-12-01,21049118,0
1999-01-01,21049118,1
1999-02-01,21049118,1
1999-03-01,21049118,0
1999-04-01,21049118,1
1999-05-01,21049118,1
1999-06-01,21049118,0
1999-07-01,21049118,0
1999-08-01,21049118,0
1999-09-01,21049118,0
1999-10-01,21049118,0
1999-11-01,21049118,0
1999-12-01,21049118,0
2000-01-01,21049118,0
2000-02-01,21049118,2
2000-03-01,21049118,0
2000-04-01,21049118,0
2000-05-01,21049118,0
2000-06-01,21049118,0
2000-07-01,21049118,0
2000-08-01,21049118,0
2000-09-01,21049118,0
2000-10-01,21049118,0
2000-11-01,21049118,0
2000-12-01,21049118,0
2001-01-01,21049118,0
2001-02-01,21049118,1
2001-03-01,21049118,0
2001-04-01,21049118,0
2001-05-01,21049118,0
2001-06-01,21049118,0
2001-07-01,21049118,0
2001-08-01,21049118,0
2001-09-01,21049118,1
2001-10-01,21049118,0
2001-11-01,21049118,0
2001-12-01,21049118,0
2002-01-01,21049118,0
2002-02-01,21049118,0
2002-03-01,21049118,0
1998-01-01,21051282,0
1998-02-01,21051282,1
1998-03-01,21051282,0
1998-04-01,21051282,0
1998-05-01,21051282,0
1998-06-01,21051282,0
1998-07-01,21051282,0
1998-08-01,21051282,0
1998-09-01,21051282,0
1998-10-01,21051282,0
1998-11-01,21051282,0
1998-12-01,21051282,0
1999-01-01,21051282,0
1999-02-01,21051282,0
1999-03-01,21051282,0
1999-04-01,21051282,0
1999-05-01,21051282,0
1999-06-01,21051282,0
1999-07-01,21051282,0
1999-08-01,21051282,1
1999-09-01,21051282,1
1999-10-01,21051282,0
1999-11-01,21051282,0
1999-12-01,21051282,1
2000-01-01,21051282,1
2000-02-01,21051282,0
2000-03-01,21051282,0
2000-04-01,21051282,0
2000-05-01,21051282,0
2000-06-01,21051282,1
2000-07-01,21051282,0
2000-08-01,21051282,0
2000-09-01,21051282,0
2000-10-01,21051282,0
2000-11-01,21051282,0
2000-12-01,21051282,0
2001-01-01,21051282,0
2001-02-01,21051282,0
2001-03-01,21051282,0
2001-04-01,21051282,0
2001-05-01,21051282,1
2001-06-01,21051282,0
2001-07-01,21051282,1
2001-08-01,21051282,1
2001-09-01,21051282,1
2001-10-01,21051282,0
2001-11-01,21051282,0
2001-12-01,21051282,1
2002-01-01,21051282,0
2002-02-01,21051282,0
2002-03-01,21051282,0
1998-01-01,21054733,1
1998-02-01,21054733,0
1998-03-01,21054733,0
1998-04-01,21054733,0
1998-05-01,21054733,0
1998-06-01,21054733,0
1998-07-01,21054733,0
1998-08-01,21054733,0
1998-09-01,21054733,0
1998-10-01,21054733,1
1998-11-01,21054733,0
1998-12-01,21054733,1
1999-01-01,21054733,0
1999-02-01,21054733,0
1999-03-01,21054733,0
1999-04-01,21054733,0
1999-05-01,21054733,1
1999-06-01,21054733,1
1999-07-01,21054733,0
1999-08-01,21054733,0
1999-09-01,21054733,0
1999-10-01,21054733,0
1999-11-01,21054733,0
1999-12-01,21054733,1
2000-01-01,21054733,0
2000-02-01,21054733,1
2000-03-01,21054733,0
2000-04-01,21054733,0
2000-05-01,21054733,0
2000-06-01,21054733,0
2000-07-01,21054733,0
2000-08-01,21054733,0
2000-09-01,21054733,0
2000-10-01,21054733,1
2000-11-01,21054733,1
2000-12-01,21054733,0
2001-01-01,21054733,0
2001-02-01,21054733,1
2001-03-01,21054733,0
2001-04-01,21054733,0
2001-05-01,21054733,0
2001-06-01,21054733,0
2001-07-01,21054733,0
2001-08-01,21054733,0
2001-09-01,21054733,0
2001-10-01,21054733,0
2001-11-01,21054733,0
2001-12-01,21054733,0
2002-01-01,21054733,1
2002-02-01,21054733,0
2002-03-01,21054733,0
1998-01-01,21056373,0
1998-02-01,21056373,0
1998-03-01,21056373,1
1998-04-01,21056373,0
1998-05-01,21056373,0
1998-06-01,21056373,0
1998-07-01,21056373,0
1998-08-01,21056373,0
1998-09-01,21056373,0
1998-10-01,21056373,0
1998-11-01,21056373,0
1998-12-01,21056373,1
1999-01-01,21056373,0
1999-02-01,21056373,0
1999-03-01,21056373,1
1999-04-01,21056373,0
1999-05-01,21056373,1
1999-06-01,21056373,0
1999-07-01,21056373,1
1999-08-01,21056373,1
1999-09-01,21056373,0
1999-10-01,21056373,1
1999-11-01,21056373,1
1999-12-01,21056373,0
2000-01-01,21056373,0
2000-02-01,21056373,1
2000-03-01,21056373,0
2000-04-01,21056373,0
2000-05-01,21056373,0
2000-06-01,21056373,0
2000-07-01,21056373,1
2000-08-01,21056373,0
2000-09-01,21056373,0
2000-10-01,21056373,0
2000-11-01,21056373,0
2000-12-01,21056373,0
2001-01-01,21056373,0
2001-02-01,21056373,0
2001-03-01,21056373,0
2001-04-01,21056373,0
2001-05-01,21056373,0
2001-06-01,21056373,0
2001-07-01,21056373,0
2001-08-01,21056373,0
2001-09-01,21056373,0
2001-10-01,21056373,0
2001-11-01,21056373,0
2001-12-01,21056373,1
2002-01-01,21056373,0
2002-02-01,21056373,0
2002-03-01,21056373,0
1998-01-01,21012065,0
1998-02-01,21012065,0
1998-03-01,21012065,1
1998-04-01,21012065,1
1998-05-01,21012065,0
1998-06-01,21012065,0
1998-07-01,21012065,1
1998-08-01,21012065,1
1998-09-01,21012065,0
1998-10-01,21012065,0
1998-11-01,21012065,0
1998-12-01,21012065,0
1999-01-01,21012065,1
1999-02-01,21012065,0
1999-03-01,21012065,0
1999-04-01,21012065,0
1999-05-01,21012065,0
1999-06-01,21012065,0
1999-07-01,21012065,0
1999-08-01,21012065,0
1999-09-01,21012065,0
1999-10-01,21012065,0
1999-11-01,21012065,0
1999-12-01,21012065,0
2000-01-01,21012065,1
2000-02-01,21012065,0
2000-03-01,21012065,0
2000-04-01,21012065,0
2000-05-01,21012065,0
2000-06-01,21012065,2
2000-07-01,21012065,0
2000-08-01,21012065,1
2000-09-01,21012065,0
2000-10-01,21012065,0
2000-11-01,21012065,1
2000-12-01,21012065,0
2001-01-01,21012065,0
2001-02-01,21012065,0
2001-03-01,21012065,0
2001-04-01,21012065,0
2001-05-01,21012065,0
2001-06-01,21012065,1
2001-07-01,21012065,1
2001-08-01,21012065,0
2001-09-01,21012065,0
2001-10-01,21012065,0
2001-11-01,21012065,0
2001-12-01,21012065,0
2002-01-01,21012065,0
2002-02-01,21012065,0
2002-03-01,21012065,0
1998-01-01,21034215,0
1998-02-01,21034215,0
1998-03-01,21034215,0
1998-04-01,21034215,0
1998-05-01,21034215,1
1998-06-01,21034215,0
1998-07-01,21034215,0
1998-08-01,21034215,0
1998-09-01,21034215,0
1998-10-01,21034215,2
1998-11-01,21034215,1
1998-12-01,21034215,0
1999-01-01,21034215,0
1999-02-01,21034215,0
1999-03-01,21034215,0
1999-04-01,21034215,0
1999-05-01,21034215,0
1999-06-01,21034215,0
1999-07-01,21034215,1
1999-08-01,21034215,0
1999-09-01,21034215,0
1999-10-01,21034215,0
1999-11-01,21034215,1
1999-12-01,21034215,0
2000-01-01,21034215,0
2000-02-01,21034215,0
2000-03-01,21034215,0
2000-04-01,21034215,0
2000-05-01,21034215,0
2000-06-01,21034215,1
2000-07-01,21034215,0
2000-08-01,21034215,0
2000-09-01,21034215,0
2000-10-01,21034215,1
2000-11-01,21034215,0
2000-12-01,21034215,2
2001-01-01,21034215,0
2001-02-01,21034215,0
2001-03-01,21034215,0
2001-04-01,21034215,0
2001-05-01,21034215,0
2001-06-01,21034215,0
2001-07-01,21034215,0
2001-08-01,21034215,1
2001-09-01,21034215,0
2001-10-01,21034215,0
2001-11-01,21034215,0
2001-12-01,21034215,1
2002-01-01,21034215,0
2002-02-01,21034215,0
2002-03-01,21034215,0
1998-01-01,21048570,0
1998-02-01,21048570,0
1998-03-01,21048570,0
1998-04-01,21048570,0
1998-05-01,21048570,0
1998-06-01,21048570,2
1998-07-01,21048570,0
1998-08-01,21048570,0
1998-09-01,21048570,0
1998-10-01,21048570,0
1998-11-01,21048570,0
1998-12-01,21048570,0
1999-01-01,21048570,1
1999-02-01,21048570,0
1999-03-01,21048570,1
1999-04-01,21048570,0
1999-05-01,21048570,0
1999-06-01,21048570,1
1999-07-01,21048570,0
1999-08-01,21048570,0
1999-09-01,21048570,0
1999-10-01,21048570,1
1999-11-01,21048570,0
1999-12-01,21048570,0
2000-01-01,21048570,1
2000-02-01,21048570,1
2000-03-01,21048570,0
2000-04-01,21048570,0
2000-05-01,21048570,0
2000-06-01,21048570,0
2000-07-01,21048570,0
2000-08-01,21048570,0
2000-09-01,21048570,0
2000-10-01,21048570,0
2000-11-01,21048570,0
2000-12-01,21048570,0
2001-01-01,21048570,1
2001-02-01,21048570,2
2001-03-01,21048570,1
2001-04-01,21048570,0
2001-05-01,21048570,0
2001-06-01,21048570,0
2001-07-01,21048570,0
2001-08-01,21048570,0
2001-09-01,21048570,0
2001-10-01,21048570,0
2001-11-01,21048570,0
2001-12-01,21048570,0
2002-01-01,21048570,0
2002-02-01,21048570,0
2002-03-01,21048570,0
1998-01-01,21054642,0
1998-02-01,21054642,1
1998-03-01,21054642,1
1998-04-01,21054642,1
1998-05-01,21054642,0
1998-06-01,21054642,0
1998-07-01,21054642,0
1998-08-01,21054642,0
1998-09-01,21054642,2
1998-10-01,21054642,0
1998-11-01,21054642,0
1998-12-01,21054642,0
1999-01-01,21054642,0
1999-02-01,21054642,0
1999-03-01,21054642,0
1999-04-01,21054642,0
1999-05-01,21054642,0
1999-06-01,21054642,1
1999-07-01,21054642,0
1999-08-01,21054642,1
1999-09-01,21054642,0
1999-10-01,21054642,0
1999-11-01,21054642,0
1999-12-01,21054642,0
2000-01-01,21054642,0
2000-02-01,21054642,0
2000-03-01,21054642,1
2000-04-01,21054642,1
2000-05-01,21054642,0
2000-06-01,21054642,1
2000-07-01,21054642,0
2000-08-01,21054642,0
2000-09-01,21054642,0
2000-10-01,21054642,0
2000-11-01,21054642,0
2000-12-01,21054642,0
2001-01-01,21054642,0
2001-02-01,21054642,0
2001-03-01,21054642,0
2001-04-01,21054642,1
2001-05-01,21054642,0
2001-06-01,21054642,0
2001-07-01,21054642,0
2001-08-01,21054642,0
2001-09-01,21054642,0
2001-10-01,21054642,1
2001-11-01,21054642,0
2001-12-01,21054642,0
2002-01-01,21054642,0
2002-02-01,21054642,0
2002-03-01,21054642,0
1998-01-01,21054799,0
1998-02-01,21054799,1
1998-03-01,21054799,0
1998-04-01,21054799,1
1998-05-01,21054799,0
1998-06-01,21054799,1
1998-07-01,21054799,2
1998-08-01,21054799,0
1998-09-01,21054799,0
1998-10-01,21054799,1
1998-11-01,21054799,0
1998-12-01,21054799,0
1999-01-01,21054799,0
1999-02-01,21054799,0
1999-03-01,21054799,0
1999-04-01,21054799,1
1999-05-01,21054799,1
1999-06-01,21054799,0
1999-07-01,21054799,0
1999-08-01,21054799,0
1999-09-01,21054799,0
1999-10-01,21054799,0
1999-11-01,21054799,0
1999-12-01,21054799,0
2000-01-01,21054799,0
2000-02-01,21054799,0
2000-03-01,21054799,0
2000-04-01,21054799,0
2000-05-01,21054799,0
2000-06-01,21054799,0
2000-07-01,21054799,0
2000-08-01,21054799,0
2000-09-01,21054799,1
2000-10-01,21054799,0
2000-11-01,21054799,0
2000-12-01,21054799,0
2001-01-01,21054799,0
2001-02-01,21054799,0
2001-03-01,21054799,0
2001-04-01,21054799,0
2001-05-01,21054799,0
2001-06-01,21054799,0
2001-07-01,21054799,2
2001-08-01,21054799,0
2001-09-01,21054799,0
2001-10-01,21054799,0
2001-11-01,21054799,0
2001-12-01,21054799,0
2002-01-01,21054799,1
2002-02-01,21054799,0
2002-03-01,21054799,0
1998-01-01,21058569,0
1998-02-01,21058569,0
1998-03-01,21058569,0
1998-04-01,21058569,0
1998-05-01,21058569,1
1998-06-01,21058569,1
1998-07-01,21058569,0
1998-08-01,21058569,0
1998-09-01,21058569,0
1998-10-01,21058569,0
1998-11-01,21058569,0
1998-12-01,21058569,0
1999-01-01,21058569,1
1999-02-01,21058569,0
1999-03-01,21058569,0
1999-04-01,21058569,0
1999-05-01,21058569,0
1999-06-01,21058569,0
1999-07-01,21058569,1
1999-08-01,21058569,1
1999-09-01,21058569,0
1999-10-01,21058569,0
1999-11-01,21058569,0
1999-12-01,21058569,1
2000-01-01,21058569,1
2000-02-01,21058569,0
2000-03-01,21058569,0
2000-04-01,21058569,0
2000-05-01,21058569,0
2000-06-01,21058569,0
2000-07-01,21058569,1
2000-08-01,21058569,0
2000-09-01,21058569,0
2000-10-01,21058569,0
2000-11-01,21058569,1
2000-12-01,21058569,0
2001-01-01,21058569,0
2001-02-01,21058569,0
2001-03-01,21058569,0
2001-04-01,21058569,0
2001-05-01,21058569,3
2001-06-01,21058569,0
2001-07-01,21058569,0
2001-08-01,21058569,0
2001-09-01,21058569,0
2001-10-01,21058569,0
2001-11-01,21058569,0
2001-12-01,21058569,0
2002-01-01,21058569,0
2002-02-01,21058569,0
2002-03-01,21058569,0
1998-01-01,21060057,0
1998-02-01,21060057,0
1998-03-01,21060057,1
1998-04-01,21060057,0
1998-05-01,21060057,1
1998-06-01,21060057,0
1998-07-01,21060057,0
1998-08-01,21060057,0
1998-09-01,21060057,0
1998-10-01,21060057,0
1998-11-01,21060057,0
1998-12-01,21060057,0
1999-01-01,21060057,1
1999-02-01,21060057,0
1999-03-01,21060057,0
1999-04-01,21060057,0
1999-05-01,21060057,0
1999-06-01,21060057,0
1999-07-01,21060057,0
1999-08-01,21060057,0
1999-09-01,21060057,0
1999-10-01,21060057,0
1999-11-01,21060057,0
1999-12-01,21060057,0
2000-01-01,21060057,0
2000-02-01,21060057,2
2000-03-01,21060057,1
2000-04-01,21060057,0
2000-05-01,21060057,1
2000-06-01,21060057,1
2000-07-01,21060057,0
2000-08-01,21060057,1
2000-09-01,21060057,0
2000-10-01,21060057,1
2000-11-01,21060057,0
2000-12-01,21060057,0
2001-01-01,21060057,0
2001-02-01,21060057,0
2001-03-01,21060057,0
2001-04-01,21060057,0
2001-05-01,21060057,0
2001-06-01,21060057,0
2001-07-01,21060057,0
2001-08-01,21060057,0
2001-09-01,21060057,0
2001-10-01,21060057,0
2001-11-01,21060057,1
2001-12-01,21060057,0
2002-01-01,21060057,0
2002-02-01,21060057,1
2002-03-01,21060057,0
1998-01-01,21061143,0
1998-02-01,21061143,0
1998-03-01,21061143,0
1998-04-01,21061143,2
1998-05-01,21061143,1
1998-06-01,21061143,1
1998-07-01,21061143,1
1998-08-01,21061143,0
1998-09-01,21061143,0
1998-10-01,21061143,0
1998-11-01,21061143,0
1998-12-01,21061143,0
1999-01-01,21061143,1
1999-02-01,21061143,1
1999-03-01,21061143,0
1999-04-01,21061143,0
1999-05-01,21061143,0
1999-06-01,21061143,1
1999-07-01,21061143,1
1999-08-01,21061143,0
1999-09-01,21061143,0
1999-10-01,21061143,0
1999-11-01,21061143,1
1999-12-01,21061143,0
2000-01-01,21061143,0
2000-02-01,21061143,0
2000-03-01,21061143,0
2000-04-01,21061143,0
2000-05-01,21061143,0
2000-06-01,21061143,0
2000-07-01,21061143,0
2000-08-01,21061143,0
2000-09-01,21061143,0
2000-10-01,21061143,0
2000-11-01,21061143,0
2000-12-01,21061143,0
2001-01-01,21061143,0
2001-02-01,21061143,0
2001-03-01,21061143,0
2001-04-01,21061143,0
2001-05-01,21061143,0
2001-06-01,21061143,2
2001-07-01,21061143,0
2001-08-01,21061143,0
2001-09-01,21061143,0
2001-10-01,21061143,0
2001-11-01,21061143,0
2001-12-01,21061143,0
2002-01-01,21061143,0
2002-02-01,21061143,0
2002-03-01,21061143,0
1998-01-01,21063187,0
1998-02-01,21063187,0
1998-03-01,21063187,0
1998-04-01,21063187,0
1998-05-01,21063187,0
1998-06-01,21063187,0
1998-07-01,21063187,0
1998-08-01,21063187,0
1998-09-01,21063187,0
1998-10-01,21063187,1
1998-11-01,21063187,1
1998-12-01,21063187,0
1999-01-01,21063187,0
1999-02-01,21063187,1
1999-03-01,21063187,1
1999-04-01,21063187,0
1999-05-01,21063187,0
1999-06-01,21063187,0
1999-07-01,21063187,1
1999-08-01,21063187,1
1999-09-01,21063187,0
1999-10-01,21063187,0
1999-11-01,21063187,0
1999-12-01,21063187,0
2000-01-01,21063187,0
2000-02-01,21063187,0
2000-03-01,21063187,0
2000-04-01,21063187,0
2000-05-01,21063187,0
2000-06-01,21063187,2
2000-07-01,21063187,0
2000-08-01,21063187,0
2000-09-01,21063187,0
2000-10-01,21063187,0
2000-11-01,21063187,0
2000-12-01,21063187,0
2001-01-01,21063187,1
2001-02-01,21063187,0
2001-03-01,21063187,1
2001-04-01,21063187,0
2001-05-01,21063187,0
2001-06-01,21063187,0
2001-07-01,21063187,0
2001-08-01,21063187,0
2001-09-01,21063187,1
2001-10-01,21063187,0
2001-11-01,21063187,0
2001-12-01,21063187,0
2002-01-01,21063187,0
2002-02-01,21063187,1
2002-03-01,21063187,0
1998-01-01,21068914,0
1998-02-01,21068914,1
1998-03-01,21068914,0
1998-04-01,21068914,0
1998-05-01,21068914,0
1998-06-01,21068914,0
1998-07-01,21068914,0
1998-08-01,21068914,0
1998-09-01,21068914,0
1998-10-01,21068914,1
1998-11-01,21068914,0
1998-12-01,21068914,0
1999-01-01,21068914,1
1999-02-01,21068914,0
1999-03-01,21068914,0
1999-04-01,21068914,0
1999-05-01,21068914,1
1999-06-01,21068914,0
1999-07-01,21068914,0
1999-08-01,21068914,0
1999-09-01,21068914,0
1999-10-01,21068914,1
1999-11-01,21068914,0
1999-12-01,21068914,1
2000-01-01,21068914,0
2000-02-01,21068914,0
2000-03-01,21068914,1
2000-04-01,21068914,0
2000-05-01,21068914,0
2000-06-01,21068914,0
2000-07-01,21068914,0
2000-08-01,21068914,1
2000-09-01,21068914,0
2000-10-01,21068914,0
2000-11-01,21068914,0
2000-12-01,21068914,0
2001-01-01,21068914,0
2001-02-01,21068914,0
2001-03-01,21068914,2
2001-04-01,21068914,0
2001-05-01,21068914,0
2001-06-01,21068914,0
2001-07-01,21068914,0
2001-08-01,21068914,0
2001-09-01,21068914,0
2001-10-01,21068914,0
2001-11-01,21068914,0
2001-12-01,21068914,1
2002-01-01,21068914,0
2002-02-01,21068914,0
2002-03-01,21068914,1
1998-01-01,21086550,0
1998-02-01,21086550,1
1998-03-01,21086550,0
1998-04-01,21086550,0
1998-05-01,21086550,0
1998-06-01,21086550,0
1998-07-01,21086550,0
1998-08-01,21086550,0
1998-09-01,21086550,0
1998-10-01,21086550,0
1998-11-01,21086550,1
1998-12-01,21086550,0
1999-01-01,21086550,1
1999-02-01,21086550,0
1999-03-01,21086550,0
1999-04-01,21086550,0
1999-05-01,21086550,1
1999-06-01,21086550,0
1999-07-01,21086550,0
1999-08-01,21086550,0
1999-09-01,21086550,0
1999-10-01,21086550,0
1999-11-01,21086550,0
1999-12-01,21086550,0
2000-01-01,21086550,0
2000-02-01,21086550,0
2000-03-01,21086550,0
2000-04-01,21086550,0
2000-05-01,21086550,1
2000-06-01,21086550,0
2000-07-01,21086550,1
2000-08-01,21086550,2
2000-09-01,21086550,1
2000-10-01,21086550,0
2000-11-01,21086550,0
2000-12-01,21086550,0
2001-01-01,21086550,0
2001-02-01,21086550,0
2001-03-01,21086550,0
2001-04-01,21086550,1
2001-05-01,21086550,0
2001-06-01,21086550,0
2001-07-01,21086550,0
2001-08-01,21086550,0
2001-09-01,21086550,0
2001-10-01,21086550,0
2001-11-01,21086550,1
2001-12-01,21086550,0
2002-01-01,21086550,0
2002-02-01,21086550,1
2002-03-01,21086550,0
1998-01-01,21091915,1
1998-02-01,21091915,0
1998-03-01,21091915,0
1998-04-01,21091915,0
1998-05-01,21091915,0
1998-06-01,21091915,0
1998-07-01,21091915,0
1998-08-01,21091915,0
1998-09-01,21091915,0
1998-10-01,21091915,0
1998-11-01,21091915,1
1998-12-01,21091915,2
1999-01-01,21091915,1
1999-02-01,21091915,0
1999-03-01,21091915,2
1999-04-01,21091915,1
1999-05-01,21091915,0
1999-06-01,21091915,0
1999-07-01,21091915,0
1999-08-01,21091915,0
1999-09-01,21091915,0
1999-10-01,21091915,0
1999-11-01,21091915,0
1999-12-01,21091915,0
2000-01-01,21091915,0
2000-02-01,21091915,0
2000-03-01,21091915,0
2000-04-01,21091915,0
2000-05-01,21091915,0
2000-06-01,21091915,0
2000-07-01,21091915,0
2000-08-01,21091915,1
2000-09-01,21091915,0
2000-10-01,21091915,1
2000-11-01,21091915,0
2000-12-01,21091915,1
2001-01-01,21091915,0
2001-02-01,21091915,0
2001-03-01,21091915,0
2001-04-01,21091915,0
2001-05-01,21091915,0
2001-06-01,21091915,0
2001-07-01,21091915,0
2001-08-01,21091915,1
2001-09-01,21091915,0
2001-10-01,21091915,0
2001-11-01,21091915,0
2001-12-01,21091915,0
2002-01-01,21091915,0
2002-02-01,21091915,0
2002-03-01,21091915,0
1998-01-01,21311822,0
1998-02-01,21311822,0
1998-03-01,21311822,0
1998-04-01,21311822,0
1998-05-01,21311822,0
1998-06-01,21311822,0
1998-07-01,21311822,0
1998-08-01,21311822,0
1998-09-01,21311822,0
1998-10-01,21311822,0
1998-11-01,21311822,0
1998-12-01,21311822,0
1999-01-01,21311822,0
1999-02-01,21311822,0
1999-03-01,21311822,1
1999-04-01,21311822,0
1999-05-01,21311822,1
1999-06-01,21311822,0
1999-07-01,21311822,0
1999-08-01,21311822,0
1999-09-01,21311822,1
1999-10-01,21311822,1
1999-11-01,21311822,2
1999-12-01,21311822,0
2000-01-01,21311822,0
2000-02-01,21311822,0
2000-03-01,21311822,0
2000-04-01,21311822,1
2000-05-01,21311822,2
2000-06-01,21311822,0
2000-07-01,21311822,0
2000-08-01,21311822,1
2000-09-01,21311822,0
2000-10-01,21311822,0
2000-11-01,21311822,0
2000-12-01,21311822,0
2001-01-01,21311822,0
2001-02-01,21311822,0
2001-03-01,21311822,1
2001-04-01,21311822,1
2001-05-01,21311822,0
2001-06-01,21311822,0
2001-07-01,21311822,0
2001-08-01,21311822,0
2001-09-01,21311822,0
2001-10-01,21311822,0
2001-11-01,21311822,0
2001-12-01,21311822,0
2002-01-01,21311822,0
2002-02-01,21311822,0
2002-03-01,21311822,0
1998-01-01,21012378,0
1998-02-01,21012378,0
1998-03-01,21012378,0
1998-04-01,21012378,0
1998-05-01,21012378,0
